🔍 Scanning for 'lines' format chapters...
📊 Need translate: 12058, Done: 355, Failed: 5
  ⏳ 7998 done, 0 failed, 4060 left (~14.4/s, ETA 0.1h)
  ⏳ 8030 done, 0 failed, 4028 left (~19.2/s, ETA 0.1h)
  ⏳ 8048 done, 0 failed, 4010 left (~10.8/s, ETA 0.1h)
  ⏳ 8082 done, 0 failed, 3976 left (~20.3/s, ETA 0.1h)
  ⏳ 8108 done, 0 failed, 3950 left (~15.6/s, ETA 0.1h)
  ⏳ 8140 done, 0 failed, 3918 left (~19.2/s, ETA 0.1h)
  ⏳ 8170 done, 0 failed, 3888 left (~18.0/s, ETA 0.1h)
  ⏳ 8198 done, 0 failed, 3860 left (~16.8/s, ETA 0.1h)
  ⏳ 8214 done, 0 failed, 3844 left (~9.6/s, ETA 0.1h)
  ⏳ 8238 done, 0 failed, 3820 left (~14.4/s, ETA 0.1h)
  ⏳ 8263 done, 0 failed, 3795 left (~15.0/s, ETA 0.1h)
  ⏳ 8291 done, 0 failed, 3767 left (~16.8/s, ETA 0.1h)
  ⏳ 8311 done, 0 failed, 3747 left (~12.0/s, ETA 0.1h)
  ⏳ 8325 done, 0 failed, 3733 left (~8.4/s, ETA 0.1h)
  ⏳ 8359 done, 0 failed, 3699 left (~20.4/s, ETA 0.1h)
  ⏳ 8387 done, 0 failed, 3671 left (~16.7/s, ETA 0.1h)
  ⏳ 8403 done, 0 failed, 3655 left (~9.6/s, ETA 0.1h)
  ⏳ 8421 done, 0 failed, 3637 left (~10.8/s, ETA 0.1h)
  ⏳ 8456 done, 0 failed, 3602 left (~20.9/s, ETA 0.0h)
  ⏳ 8475 done, 0 failed, 3583 left (~11.4/s, ETA 0.1h)
  ⏳ 8513 done, 0 failed, 3545 left (~22.8/s, ETA 0.0h)
  ⏳ 8542 done, 0 failed, 3516 left (~17.3/s, ETA 0.1h)
  ⏳ 8570 done, 0 failed, 3488 left (~16.8/s, ETA 0.1h)
  ⏳ 8602 done, 0 failed, 3456 left (~19.2/s, ETA 0.1h)
  ⏳ 8618 done, 0 failed, 3440 left (~9.6/s, ETA 0.1h)
  ⏳ 8650 done, 0 failed, 3408 left (~19.2/s, ETA 0.0h)
  ⏳ 8669 done, 0 failed, 3389 left (~11.4/s, ETA 0.1h)
  ⏳ 8705 done, 0 failed, 3353 left (~21.5/s, ETA 0.0h)
  ⏳ 8731 done, 0 failed, 3327 left (~15.6/s, ETA 0.1h)
  ⏳ 8755 done, 0 failed, 3303 left (~14.4/s, ETA 0.1h)
  ⏳ 8767 done, 0 failed, 3291 left (~7.2/s, ETA 0.1h)
  ⏳ 8788 done, 0 failed, 3270 left (~12.6/s, ETA 0.1h)
  ⏳ 8812 done, 0 failed, 3246 left (~14.4/s, ETA 0.1h)
  ⏳ 8839 done, 0 failed, 3219 left (~16.2/s, ETA 0.1h)
  ⏳ 8868 done, 0 failed, 3190 left (~17.4/s, ETA 0.1h)
  ⏳ 8881 done, 0 failed, 3177 left (~7.7/s, ETA 0.1h)
  ⏳ 8912 done, 0 failed, 3146 left (~18.5/s, ETA 0.0h)
  ⏳ 8947 done, 0 failed, 3111 left (~21.0/s, ETA 0.0h)
  ⏳ 8983 done, 0 failed, 3075 left (~21.6/s, ETA 0.0h)
  ⏳ 9014 done, 0 failed, 3044 left (~18.5/s, ETA 0.0h)
  ⏳ 9027 done, 0 failed, 3031 left (~7.8/s, ETA 0.1h)
  ⏳ 9042 done, 0 failed, 3016 left (~9.0/s, ETA 0.1h)
  ⏳ 9083 done, 0 failed, 2975 left (~24.5/s, ETA 0.0h)
  ⏳ 9094 done, 0 failed, 2964 left (~6.6/s, ETA 0.1h)
  ⏳ 9114 done, 0 failed, 2944 left (~12.0/s, ETA 0.1h)
  ⏳ 9135 done, 0 failed, 2923 left (~12.6/s, ETA 0.1h)
  ⏳ 9159 done, 0 failed, 2899 left (~14.4/s, ETA 0.1h)
  ⏳ 9196 done, 0 failed, 2862 left (~22.2/s, ETA 0.0h)
  ⏳ 9228 done, 0 failed, 2830 left (~19.1/s, ETA 0.0h)
  ⏳ 9251 done, 0 failed, 2807 left (~13.8/s, ETA 0.1h)
  ⏳ 9272 done, 0 failed, 2786 left (~12.6/s, ETA 0.1h)
  ⏳ 9294 done, 0 failed, 2764 left (~13.2/s, ETA 0.1h)
  ⏳ 9315 done, 0 failed, 2743 left (~12.6/s, ETA 0.1h)
  ⏳ 9329 done, 0 failed, 2729 left (~8.4/s, ETA 0.1h)
  ⏳ 9350 done, 0 failed, 2708 left (~12.6/s, ETA 0.1h)
  ⏳ 9369 done, 0 failed, 2689 left (~11.4/s, ETA 0.1h)
  ⏳ 9403 done, 0 failed, 2655 left (~20.4/s, ETA 0.0h)
  ⏳ 9431 done, 0 failed, 2627 left (~16.7/s, ETA 0.0h)
  ⏳ 9448 done, 0 failed, 2610 left (~10.2/s, ETA 0.1h)
  ⏳ 9469 done, 0 failed, 2589 left (~12.6/s, ETA 0.1h)
  ⏳ 9496 done, 0 failed, 2562 left (~16.1/s, ETA 0.0h)
  ⏳ 9508 done, 0 failed, 2550 left (~7.2/s, ETA 0.1h)
  ⏳ 9525 done, 0 failed, 2533 left (~10.2/s, ETA 0.1h)
  ⏳ 9556 done, 0 failed, 2502 left (~18.5/s, ETA 0.0h)
  ⏳ 9589 done, 0 failed, 2469 left (~19.8/s, ETA 0.0h)
  ⏳ 9616 done, 0 failed, 2442 left (~16.2/s, ETA 0.0h)
  ⏳ 9632 done, 0 failed, 2426 left (~9.6/s, ETA 0.1h)
  ⏳ 9669 done, 0 failed, 2389 left (~22.2/s, ETA 0.0h)
  ⏳ 9686 done, 0 failed, 2372 left (~10.2/s, ETA 0.1h)
  ⏳ 9703 done, 0 failed, 2355 left (~10.2/s, ETA 0.1h)
  ⏳ 9729 done, 0 failed, 2329 left (~15.6/s, ETA 0.0h)
  ⏳ 9767 done, 0 failed, 2291 left (~22.8/s, ETA 0.0h)
  ⏳ 9792 done, 0 failed, 2266 left (~15.0/s, ETA 0.0h)
  ⏳ 9817 done, 0 failed, 2241 left (~15.0/s, ETA 0.0h)
  ⏳ 9825 done, 0 failed, 2233 left (~4.8/s, ETA 0.1h)
  ⏳ 9836 done, 0 failed, 2222 left (~6.6/s, ETA 0.1h)
  ⏳ 9870 done, 0 failed, 2188 left (~20.4/s, ETA 0.0h)
  ⏳ 9889 done, 0 failed, 2169 left (~11.4/s, ETA 0.1h)
  ⏳ 9917 done, 0 failed, 2141 left (~16.7/s, ETA 0.0h)
  ⏳ 9943 done, 0 failed, 2115 left (~15.6/s, ETA 0.0h)
  ⏳ 9972 done, 0 failed, 2086 left (~17.4/s, ETA 0.0h)
  ⏳ 9991 done, 0 failed, 2067 left (~11.4/s, ETA 0.1h)
  ⏳ 10006 done, 0 failed, 2052 left (~9.0/s, ETA 0.1h)
  ⏳ 10024 done, 0 failed, 2034 left (~10.8/s, ETA 0.1h)
  ⏳ 10056 done, 0 failed, 2002 left (~19.1/s, ETA 0.0h)
  ⏳ 10077 done, 0 failed, 1981 left (~12.6/s, ETA 0.0h)
  ⏳ 10087 done, 0 failed, 1971 left (~6.0/s, ETA 0.1h)
  ⏳ 10108 done, 0 failed, 1950 left (~12.6/s, ETA 0.0h)
  ⏳ 10134 done, 0 failed, 1924 left (~15.6/s, ETA 0.0h)
  ⏳ 10167 done, 0 failed, 1891 left (~19.8/s, ETA 0.0h)
  ⏳ 10186 done, 0 failed, 1872 left (~11.4/s, ETA 0.0h)
  ⏳ 10207 done, 0 failed, 1851 left (~12.6/s, ETA 0.0h)
  ⏳ 10235 done, 0 failed, 1823 left (~16.8/s, ETA 0.0h)
  ⏳ 10249 done, 0 failed, 1809 left (~8.4/s, ETA 0.1h)
  ⏳ 10283 done, 0 failed, 1775 left (~20.4/s, ETA 0.0h)
  ⏳ 10306 done, 0 failed, 1752 left (~13.8/s, ETA 0.0h)
  ⏳ 10333 done, 0 failed, 1725 left (~16.1/s, ETA 0.0h)
  ⏳ 10345 done, 0 failed, 1713 left (~7.2/s, ETA 0.1h)
  ⏳ 10364 done, 0 failed, 1694 left (~11.4/s, ETA 0.0h)
  ⏳ 10391 done, 0 failed, 1667 left (~16.2/s, ETA 0.0h)
  ⏳ 10409 done, 0 failed, 1649 left (~10.8/s, ETA 0.0h)
  ⏳ 10434 done, 0 failed, 1624 left (~15.0/s, ETA 0.0h)
  ⏳ 10447 done, 0 failed, 1611 left (~7.8/s, ETA 0.1h)
  ⏳ 10480 done, 0 failed, 1578 left (~19.8/s, ETA 0.0h)
  ⏳ 10511 done, 0 failed, 1547 left (~18.6/s, ETA 0.0h)
  ⏳ 10549 done, 0 failed, 1509 left (~22.7/s, ETA 0.0h)
  ⏳ 10568 done, 0 failed, 1490 left (~11.4/s, ETA 0.0h)
  ⏳ 10605 done, 0 failed, 1453 left (~22.2/s, ETA 0.0h)
  ⏳ 10640 done, 0 failed, 1418 left (~20.9/s, ETA 0.0h)
  ⏳ 10658 done, 0 failed, 1400 left (~10.8/s, ETA 0.0h)
  ⏳ 10681 done, 0 failed, 1377 left (~13.8/s, ETA 0.0h)
  ⏳ 10714 done, 0 failed, 1344 left (~19.7/s, ETA 0.0h)
  ⏳ 10730 done, 0 failed, 1328 left (~9.6/s, ETA 0.0h)
  ⏳ 10747 done, 0 failed, 1311 left (~10.2/s, ETA 0.0h)
  ⏳ 10769 done, 0 failed, 1289 left (~13.2/s, ETA 0.0h)
  ⏳ 10804 done, 0 failed, 1254 left (~21.0/s, ETA 0.0h)
  ⏳ 10840 done, 0 failed, 1218 left (~21.6/s, ETA 0.0h)
  ⏳ 10874 done, 0 failed, 1184 left (~20.3/s, ETA 0.0h)
  ⏳ 10890 done, 0 failed, 1168 left (~9.6/s, ETA 0.0h)
  ⏳ 10914 done, 0 failed, 1144 left (~14.4/s, ETA 0.0h)
  ⏳ 10937 done, 0 failed, 1121 left (~13.8/s, ETA 0.0h)
  ⏳ 10963 done, 0 failed, 1095 left (~15.6/s, ETA 0.0h)
  ⏳ 10985 done, 0 failed, 1073 left (~13.2/s, ETA 0.0h)
  ⏳ 11012 done, 0 failed, 1046 left (~16.1/s, ETA 0.0h)
  ⏳ 11042 done, 0 failed, 1016 left (~18.0/s, ETA 0.0h)
  ⏳ 11052 done, 0 failed, 1006 left (~6.0/s, ETA 0.0h)
  ⏳ 11065 done, 0 failed, 993 left (~7.8/s, ETA 0.0h)
  ⏳ 11086 done, 0 failed, 972 left (~12.6/s, ETA 0.0h)
  ⏳ 11104 done, 0 failed, 954 left (~10.8/s, ETA 0.0h)
  ⏳ 11132 done, 0 failed, 926 left (~16.7/s, ETA 0.0h)
  ⏳ 11152 done, 0 failed, 906 left (~12.0/s, ETA 0.0h)
  ⏳ 11187 done, 0 failed, 871 left (~21.0/s, ETA 0.0h)
  ⏳ 11210 done, 0 failed, 848 left (~13.7/s, ETA 0.0h)
  ⏳ 11240 done, 0 failed, 818 left (~18.0/s, ETA 0.0h)
  ⏳ 11251 done, 0 failed, 807 left (~6.6/s, ETA 0.0h)
  ⏳ 11274 done, 0 failed, 784 left (~13.7/s, ETA 0.0h)
  ⏳ 11302 done, 0 failed, 756 left (~16.8/s, ETA 0.0h)
  ⏳ 11325 done, 0 failed, 733 left (~13.8/s, ETA 0.0h)
  ⏳ 11354 done, 0 failed, 704 left (~17.3/s, ETA 0.0h)
  ⏳ 11387 done, 0 failed, 671 left (~19.8/s, ETA 0.0h)
  ⏳ 11423 done, 0 failed, 635 left (~21.6/s, ETA 0.0h)
  ⏳ 11443 done, 0 failed, 615 left (~12.0/s, ETA 0.0h)
  ⏳ 11470 done, 0 failed, 588 left (~16.2/s, ETA 0.0h)
  ⏳ 11491 done, 0 failed, 567 left (~12.6/s, ETA 0.0h)
  ⏳ 11516 done, 0 failed, 542 left (~14.9/s, ETA 0.0h)
  ⏳ 11547 done, 0 failed, 511 left (~18.6/s, ETA 0.0h)
  ⏳ 11577 done, 0 failed, 481 left (~18.0/s, ETA 0.0h)
  ⏳ 11611 done, 0 failed, 447 left (~20.3/s, ETA 0.0h)
  ⏳ 11633 done, 0 failed, 425 left (~13.2/s, ETA 0.0h)
  ⏳ 11657 done, 0 failed, 401 left (~14.4/s, ETA 0.0h)
  ⏳ 11692 done, 0 failed, 366 left (~20.9/s, ETA 0.0h)
  ⏳ 11713 done, 0 failed, 345 left (~12.6/s, ETA 0.0h)
  ⏳ 11741 done, 0 failed, 317 left (~16.8/s, ETA 0.0h)
  ⏳ 11770 done, 0 failed, 288 left (~17.3/s, ETA 0.0h)
  ⏳ 11788 done, 0 failed, 270 left (~10.8/s, ETA 0.0h)
  ⏳ 11816 done, 0 failed, 242 left (~16.8/s, ETA 0.0h)
  ⏳ 11844 done, 0 failed, 214 left (~16.7/s, ETA 0.0h)
  ⏳ 11876 done, 0 failed, 182 left (~19.2/s, ETA 0.0h)
  ⏳ 11908 done, 0 failed, 150 left (~19.2/s, ETA 0.0h)
  ⏳ 11938 done, 0 failed, 120 left (~17.9/s, ETA 0.0h)
  ⏳ 11955 done, 0 failed, 103 left (~10.2/s, ETA 0.0h)
  ⏳ 11987 done, 0 failed, 71 left (~19.2/s, ETA 0.0h)
  ⏳ 12014 done, 0 failed, 44 left (~16.1/s, ETA 0.0h)
  ⏳ 12036 done, 0 failed, 22 left (~13.2/s, ETA 0.0h)
  ⏳ 12055 done, 0 failed, 3 left (~11.4/s, ETA 0.0h)

  Worker 1 done: 2007 chapters

  Worker 3 done: 1994 chapters

  Worker 2 done: 1989 chapters

  Worker 5 done: 2018 chapters

  Worker 4 done: 2012 chapters

  Worker 6 done: 2038 chapters
  ⏳ 12058 done, 0 failed, 0 left (~1.8/s, ETA 0.0h)

🏁 Done! Success: 12058, Failed: 0
